ID,Latitude,Longitude,Day,Hour,Minute,Duration,RemainingTime,Resources,Coverage,OnPeakHours,GridNumber,Ligitimacy
50,45.46747301,-75.15288373,1,14,7,20,20,7,39,0,168935,0
50,45.46736051,-75.15250707,1,14,17,20,10,7,39,0,168935,0
51,45.40671475,-75.23598641,4,15,54,20,20,7,40,0,65701,0
51,45.4062035,-75.2355329,4,16,4,20,10,7,40,0,65701,0
52,45.54498017,-75.14263928,1,15,0,50,50,7,30,0,300312,1
52,45.54512401,-75.14335319,1,15,10,50,40,7,30,0,300312,1
52,45.54505114,-75.14290403,1,15,20,50,30,7,30,0,300312,1
52,45.54503864,-75.14280314,1,15,30,50,20,7,30,0,300312,1
52,45.54517342,-75.1428132,1,15,40,50,10,7,30,0,300312,1
53,45.55366445,-75.16769759,1,3,11,20,20,7,32,0,319077,1
53,45.55392388,-75.16746684,1,3,21,20,10,7,32,0,319077,1
54,45.55225243,-75.17034866,4,16,56,60,60,5,51,0,319077,1
54,45.55266003,-75.17045096,4,17,6,60,50,5,51,0,319077,1
54,45.55244547,-75.17093968,4,17,16,60,40,5,51,0,319077,1
54,45.55267653,-75.1708876,4,17,26,60,30,5,51,0,319077,1
54,45.55230451,-75.17069487,4,17,36,60,20,5,51,0,319077,1
54,45.55299286,-75.17039533,4,17,46,60,10,5,51,0,319077,1
55,45.50296439,-75.29926594,3,14,8,50,50,3,64,0,234605,1
55,45.50240639,-75.29887892,3,14,18,50,40,3,64,0,234605,1
55,45.50194003,-75.29816774,3,14,28,50,30,3,64,0,225221,1
55,45.50199511,-75.29821116,3,14,38,50,20,3,64,0,234605,1
55,45.50225127,-75.29911278,3,14,48,50,10,3,64,0,234605,1
56,45.48940009,-75.18261865,4,1,37,40,40,3,100,0,206467,1
56,45.48943352,-75.18257586,4,1,47,40,30,3,100,0,206467,1
56,45.48942633,-75.18258355,4,1,57,40,20,3,100,0,206467,1
56,45.48944871,-75.18260501,4,2,7,40,10,3,100,0,206467,1
57,45.5676473,-75.23188568,3,9,43,40,40,10,73,1,347221,0
57,45.56781731,-75.23191112,3,9,53,40,30,10,73,1,347221,0
57,45.56836296,-75.231746,3,10,3,40,20,10,73,1,347221,0
57,45.56772885,-75.23207459,3,10,13,40,10,10,73,1,347221,0
58,45.55124487,-75.24216354,1,7,53,50,50,5,94,1,319068,1
58,45.55165445,-75.24260284,1,8,3,50,40,5,94,1,319068,1
58,45.55219921,-75.24250763,1,8,13,50,30,5,94,1,319068,1
58,45.55247605,-75.24245925,1,8,23,50,20,5,94,1,319068,1
58,45.55281037,-75.24203079,1,8,33,50,10,5,94,1,319068,1
59,45.46745049,-75.15323713,1,10,11,50,50,10,54,1,168935,0
59,45.46771142,-75.15259483,1,10,21,50,40,10,54,1,168935,0
59,45.46805498,-75.1530831,1,10,31,50,30,10,54,1,168935,0
59,45.46796991,-75.15304147,1,10,41,50,20,10,54,1,168935,0
59,45.4678869,-75.15296486,1,10,51,50,10,10,54,1,168935,0
60,45.49339247,-75.2895125,1,8,35,50,50,5,82,1,215838,1
60,45.4931102,-75.28994289,1,8,45,50,40,5,82,1,215838,1
60,45.49291923,-75.28899599,1,8,55,50,30,5,82,1,215838,1
60,45.49293021,-75.28903105,1,9,5,50,20,5,82,1,215838,1
60,45.49283218,-75.28875748,1,9,15,50,10,5,82,1,215838,1
61,45.44117634,-75.24425982,3,18,24,40,40,3,39,0,122004,1
61,45.44116943,-75.2439788,3,18,34,40,30,3,39,0,122004,1
61,45.44112899,-75.24395078,3,18,44,40,20,3,39,0,122004,1
61,45.44098422,-75.24375902,3,18,54,40,10,3,39,0,122004,1
62,45.51385878,-75.29484034,0,16,43,60,60,6,99,0,253373,0
62,45.51456016,-75.29480551,0,16,53,60,50,6,99,0,253373,0
62,45.51475056,-75.29401896,0,17,3,60,40,6,99,0,253373,0
62,45.51459535,-75.29474104,0,17,13,60,30,6,99,0,253373,0
62,45.51452188,-75.29559211,0,17,23,60,20,6,99,0,253373,0
62,45.5146516,-75.2957074,0,17,33,60,10,6,99,0,253373,0
63,45.55740597,-75.15816723,0,22,51,30,30,2,93,0,328462,1
63,45.55680167,-75.15830347,0,23,1,30,20,2,93,0,328462,1
63,45.55688829,-75.15930772,0,23,11,30,10,2,93,0,328462,1
64,45.38973802,-75.26896984,2,0,10,10,10,4,65,0,37544,1
65,45.5297457,-75.14231343,2,18,24,20,20,10,79,0,281544,1
65,45.52950549,-75.14256174,2,18,34,20,10,10,79,0,281544,1
66,45.5761662,-75.23715681,0,17,1,40,40,8,45,0,356604,1
66,45.57635198,-75.23753463,0,17,11,40,30,8,45,0,356604,1
66,45.57654128,-75.23761704,0,17,21,40,20,8,45,0,356604,1
66,45.57635445,-75.23781751,0,17,31,40,10,8,45,0,356604,1
67,45.49628945,-75.15043844,2,6,32,40,40,2,60,0,215855,1
67,45.49622497,-75.15075819,2,6,42,40,30,2,60,0,215855,1
67,45.49600875,-75.15084635,2,6,52,40,20,2,60,0,215855,1
67,45.49594539,-75.15101579,2,7,2,40,10,2,60,1,215855,1
68,45.54501423,-75.17850741,4,13,0,50,50,3,93,0,300308,1
68,45.54549064,-75.17874086,4,13,10,50,40,3,93,0,300308,1
68,45.545517,-75.17802477,4,13,20,50,30,3,93,0,309692,1
68,45.54541322,-75.17798242,4,13,30,50,20,3,93,0,300308,1
68,45.54538541,-75.17791656,4,13,40,50,10,3,93,0,300308,1
69,45.40638989,-75.23563461,0,14,16,40,40,9,43,0,65701,0
69,45.40643518,-75.23571403,0,14,26,40,30,9,43,0,65701,0
69,45.40611443,-75.23540689,0,14,36,40,20,9,43,0,65701,0
69,45.40627971,-75.23567681,0,14,46,40,10,9,43,0,65701,0
70,45.53938212,-75.27065439,1,17,1,40,40,8,47,0,290912,1
70,45.53931878,-75.27008533,1,17,11,40,30,8,47,0,290912,1
70,45.53971973,-75.27016552,1,17,21,40,20,8,47,0,290912,1
70,45.53943221,-75.27053391,1,17,31,40,10,8,47,0,290912,1
71,45.41477026,-75.26221123,2,4,38,50,50,10,37,0,75081,1
71,45.4149935,-75.26292315,2,4,48,50,40,10,37,0,84465,1
71,45.41474989,-75.26279038,2,4,58,50,30,10,37,0,75081,1
71,45.41449737,-75.26359567,2,5,8,50,20,10,37,0,75081,1
71,45.4145481,-75.26356945,2,5,18,50,10,10,37,0,75081,1
72,45.50891517,-75.2774907,3,19,4,40,40,9,40,0,243991,1
72,45.50893728,-75.27746869,3,19,14,40,30,9,40,0,243991,1
72,45.50829576,-75.27734046,3,19,24,40,20,9,40,0,243991,1
72,45.508667,-75.27695686,3,19,34,40,10,9,40,0,243991,1
73,45.51875053,-75.2250854,0,21,0,40,40,3,63,0,262766,1
73,45.51848848,-75.22481458,0,21,10,40,30,3,63,0,262766,1
73,45.51854414,-75.22458465,0,21,20,40,20,3,63,0,262766,1
73,45.51853913,-75.22453395,0,21,30,40,10,3,63,0,262766,1
74,45.4080637,-75.27712477,3,15,26,60,60,1,34,0,65695,1
74,45.40809441,-75.27676977,3,15,36,60,50,1,34,0,65695,1
74,45.40846537,-75.27687214,3,15,46,60,40,1,34,0,65695,1
74,45.40778208,-75.27659398,3,15,56,60,30,1,34,0,65696,1
74,45.40755064,-75.27708112,3,16,6,60,20,1,34,0,65695,1
74,45.40729904,-75.27669809,3,16,16,60,10,1,34,0,65696,1
75,45.40701083,-75.16245465,4,5,17,10,10,5,36,0,65710,1
76,45.54487257,-75.29789472,1,3,53,40,40,6,31,0,300293,1
76,45.54512461,-75.29779861,1,4,3,40,30,6,31,0,300293,1
76,45.54492062,-75.29806933,1,4,13,40,20,6,31,0,300293,1
76,45.54535176,-75.2985317,1,4,23,40,10,6,31,0,300293,1
77,45.38398388,-75.1313745,2,1,28,10,10,5,79,0,28178,1
78,45.56623242,-75.23075774,5,11,58,40,40,9,49,0,337837,0
78,45.56649189,-75.23086367,5,12,8,40,30,9,49,0,337837,0
78,45.56598242,-75.2305099,5,12,18,40,20,9,49,0,337837,0
78,45.56631813,-75.23114418,5,12,28,40,10,9,49,0,337837,0
79,45.40381711,-75.17086668,0,13,28,20,20,8,57,0,56325,1
79,45.40350005,-75.17048901,0,13,38,20,10,8,57,0,56325,1
80,45.52482273,-75.22717401,1,10,43,20,20,5,70,1,272150,1
80,45.52492096,-75.22719117,1,10,53,20,10,5,70,1,272150,1
81,45.43813908,-75.19175982,4,8,59,30,30,3,95,1,122010,1
81,45.43851279,-75.19241536,4,9,9,30,20,3,95,1,122010,1
81,45.438359,-75.19221866,4,9,19,30,10,3,95,1,122010,1
82,45.55171746,-75.30157298,5,4,22,60,60,9,60,0,319060,1
82,45.55124961,-75.30200542,5,4,32,60,50,9,60,0,319060,1
82,45.55142502,-75.30131948,5,4,42,60,40,9,60,0,319060,1
82,45.55156864,-75.30170393,5,4,52,60,30,9,60,0,319060,1
82,45.55108984,-75.30144234,5,5,2,60,20,9,60,0,319060,1
82,45.55086873,-75.3016627,5,5,12,60,10,9,60,0,309676,1
83,45.40248844,-75.17881018,0,16,31,40,40,5,84,0,56324,1
83,45.40253614,-75.17784183,0,16,41,40,30,5,84,0,56324,1
83,45.4022754,-75.17774265,0,16,51,40,20,5,84,0,56324,1
83,45.40164417,-75.17753579,0,17,1,40,10,5,84,0,56324,1
84,45.50150989,-75.16853923,2,22,55,50,50,3,59,0,225237,1
84,45.50159087,-75.16873869,2,23,5,50,40,3,59,0,225237,1
84,45.50207857,-75.16924258,2,23,15,50,30,3,59,0,234621,1
84,45.50197335,-75.16973201,2,23,25,50,20,3,59,0,234621,1
84,45.50211631,-75.17013103,2,23,35,50,10,3,59,0,234621,1
85,45.39297592,-75.16799804,0,15,45,30,30,6,49,0,37557,1
85,45.39319038,-75.16871511,0,15,55,30,20,6,49,0,46941,1
85,45.3930043,-75.16876168,0,16,5,30,10,6,49,0,37557,1
86,45.44273017,-75.2129496,3,21,44,60,60,4,30,0,131391,1
86,45.44302709,-75.21221903,3,21,54,60,50,4,30,0,131392,1
86,45.44311287,-75.21197987,3,22,4,60,40,4,30,0,131392,1
86,45.44313809,-75.21168808,3,22,14,60,30,4,30,0,131392,1
86,45.44268828,-75.21169923,3,22,24,60,20,4,30,0,131392,1
86,45.44270095,-75.21158561,3,22,34,60,10,4,30,0,131392,1
87,45.44339633,-75.25533207,1,9,0,30,30,8,57,1,131386,1
87,45.44368832,-75.25549966,1,9,10,30,20,8,57,1,131386,1
87,45.44351956,-75.25574791,1,9,20,30,10,8,57,1,131386,1
88,45.50762413,-75.21772252,4,13,49,50,50,7,98,0,243999,1
88,45.5079511,-75.21786469,4,13,59,50,40,7,98,0,243999,1
88,45.5081029,-75.21692955,4,14,9,50,30,7,98,0,243999,1
88,45.5081029,-75.21692955,4,14,19,50,20,7,98,0,243999,1
88,45.50801609,-75.21733338,4,14,29,50,10,7,98,0,243999,1
89,45.48951379,-75.27339103,2,10,50,10,10,9,100,1,206456,1
90,45.48644759,-75.23575397,3,6,45,20,20,2,36,0,206461,1
90,45.48602484,-75.23597272,3,6,55,20,10,2,36,0,206461,1
91,45.54104012,-75.24196377,1,16,17,40,40,3,82,0,300300,1
91,45.54110783,-75.24171275,1,16,27,40,30,3,82,0,300300,1
91,45.54141249,-75.24115782,1,16,37,40,20,3,82,0,300300,1
91,45.54151298,-75.240961,1,16,47,40,10,3,82,0,300300,1
92,45.40021749,-75.11007803,5,23,46,60,60,2,81,0,56332,1
92,45.40049191,-75.10947819,5,23,56,60,50,2,81,0,56332,1
92,45.40065499,-75.10929733,6,0,6,60,40,2,81,0,56332,1
92,45.40061421,-75.10995895,6,0,16,60,30,2,81,0,56332,1
92,45.40041739,-75.11004973,6,0,26,60,20,2,81,0,56332,1
92,45.40037793,-75.10986652,6,0,36,60,10,2,81,0,56332,1
93,45.54307144,-75.22249392,5,11,0,60,60,2,58,0,300302,1
93,45.54297873,-75.22317265,5,11,10,60,50,2,58,0,300302,1
93,45.54313105,-75.22328309,5,11,20,60,40,2,58,0,300302,1
93,45.54247343,-75.22343132,5,11,30,60,30,2,58,0,300302,1
93,45.54297699,-75.22340629,5,11,40,60,20,2,58,0,300302,1
93,45.54294918,-75.22328452,5,11,50,60,10,2,58,0,300302,1
94,45.39216602,-75.23524834,4,4,26,40,40,6,74,0,37549,1
94,45.39216446,-75.23523577,4,4,36,40,30,6,74,0,37549,1
94,45.39212169,-75.23573009,4,4,46,40,20,6,74,0,37549,1
94,45.39218849,-75.23595344,4,4,56,40,10,6,74,0,37549,1
95,45.54708978,-75.16130545,1,22,15,50,50,8,80,0,309694,1
95,45.5470679,-75.1611289,1,22,25,50,40,8,80,0,309694,1
95,45.5470268,-75.16115495,1,22,35,50,30,8,80,0,309694,1
95,45.54731634,-75.16077069,1,22,45,50,20,8,80,0,309694,1
95,45.54779195,-75.1600189,1,22,55,50,10,8,80,0,309694,1
96,45.54911263,-75.3003371,2,17,15,60,60,4,88,0,309677,1
96,45.54925067,-75.30073994,2,17,25,60,50,4,88,0,309677,1
96,45.54928329,-75.30076159,2,17,35,60,40,4,88,0,309677,1
96,45.54936416,-75.30081773,2,17,45,60,30,4,88,0,309677,1
96,45.54909812,-75.30036648,2,17,55,60,20,4,88,0,309677,1
96,45.5494732,-75.30030093,2,18,5,60,10,4,88,0,309677,1
97,45.54190354,-75.24179438,2,21,45,50,50,4,86,0,300300,1
97,45.54199749,-75.24153198,2,21,55,50,40,4,86,0,300300,1
97,45.54169799,-75.2413935,2,22,5,50,30,4,86,0,300300,1
97,45.54156718,-75.24166949,2,22,15,50,20,4,86,0,300300,1
97,45.54131102,-75.24257173,2,22,25,50,10,4,86,0,300300,1
98,45.4050084,-75.24420761,2,0,29,30,30,10,93,0,65700,1
98,45.40487413,-75.24407904,2,0,39,30,20,10,93,0,65700,1
98,45.40501818,-75.24504108,2,0,49,30,10,10,93,0,65699,1
99,45.4149334,-75.21990311,0,13,34,60,60,2,67,0,84471,1
99,45.4152962,-75.21921952,0,13,44,60,50,2,67,0,84471,1
99,45.41539269,-75.21910455,0,13,54,60,40,2,67,0,84471,1
99,45.41588726,-75.21912907,0,14,4,60,30,2,67,0,84471,1
99,45.41559777,-75.21878417,0,14,14,60,20,2,67,0,84471,1
99,45.4150345,-75.21861418,0,14,24,60,10,2,67,0,84471,1
100,45.48592698,-75.14187722,4,15,21,20,20,10,49,0,206472,1
100,45.48581353,-75.14200322,4,15,31,20,10,10,49,0,206472,1
101,45.48415854,-75.21808164,0,15,13,40,40,8,55,0,197079,0
101,45.48431332,-75.21792757,0,15,23,40,30,8,55,0,197079,0
101,45.48430467,-75.21793109,0,15,33,40,20,8,55,0,197079,0
101,45.4843378,-75.21795109,0,15,43,40,10,8,55,0,197079,0
102,45.39552115,-75.21167779,5,3,45,10,10,6,90,0,46936,1
103,45.45222515,-75.25157805,3,0,8,20,20,8,98,0,140771,1
103,45.45161403,-75.25136156,3,0,18,20,10,8,98,0,140771,1
104,45.46856798,-75.19030071,0,17,3,20,20,2,63,0,168930,1
104,45.46858053,-75.19009689,0,17,13,20,10,2,63,0,168930,1
105,45.43997028,-75.21159306,3,12,25,60,60,7,74,0,122008,1
105,45.43959954,-75.21071663,3,12,35,60,50,7,74,0,122008,1
